Transcript,Gene,Alias,Fold Change,Direction,Total FPKM,Q-Value,Description
AT4G35100.1,AT4G35100,PIP2,1.92,DOWN,309.17,0.0011,aquaporin PIP2-7
AT4G35230.1,AT4G35230,BSK1,1.94,UP,22.82,0.0427,BR-signaling kinase 1
AT4G35250.1,AT4G35250,,1.06,DOWN,32.47,1,Rossmann-fold NAD(P)-binding domain-containing protein
AT4G35260.1,AT4G35260,IDH1,1.18,DOWN,13.43,0.8887,Isocitrate dehydrogenase
AT4G35310.1,AT4G35310,CPK5,1.19,UP,15.95,0.7948,calmodulin-domain protein kinase 5
AT4G35320.1,AT4G35320,,1.72,DOWN,13.64,0.6966,uncharacterized protein
AT4G35350.1,AT4G35350,XCP1,4.41,DOWN,12.07,0.1282,Xylem cysteine proteinase 1
AT4G35360.1,AT4G35360,,1.22,DOWN,9.19,1,uncharacterized protein
AT4G35410.2,AT4G35410,,1.20,DOWN,7.84,1,AP-1 complex subunit sigma-2
AT4G35450.1,AT4G35450,AFT,2941.56,DOWN,4.80,0.6891,ankyrin repeat domain-containing protein 2
AT4G35450.2,AT4G35450,AFT,1668.25,DOWN,11.78,0.5672,ankyrin repeat domain-containing protein 2
AT4G35450.3,AT4G35450,AFT,2.91,UP,23.23,0.5672,ankyrin repeat domain-containing protein 2
AT4G35450.4,AT4G35450,AFT,2.91,UP,15.73,0.7490,ankyrin repeat domain-containing protein 2
AT4G35450.5,AT4G35450,AFT,6818.44,DOWN,7.63,0.6894,ankyrin repeat domain-containing protein 2
AT4G35460.1,AT4G35460,ATNTRB,1.91,DOWN,7.83,0.4265,thioredoxin reductase 1
AT4G35490.1,AT4G35490,MRPL11,1.83,DOWN,28.56,0.3085,mitochondrial ribosomal protein L11
AT4G35630.1,AT4G35630,PSAT,1.02,UP,20.85,1,phosphoserine aminotransferase
AT4G35750.1,AT4G35750,,1.71,DOWN,58.06,0.0648,SEC14 cytosolic factor family protein / phosphoglyceride transfer family protein
AT4G35760.1,AT4G35760,,2.51,UP,25.88,0.0326,NAD(P)H dehydrogenase (quinone)s
AT4G35770.1,AT4G35770,DIN1,1.31,DOWN,12.07,1,senescence-associated protein DIN1
AT4G35770.2,AT4G35770,DIN1,16132.70,UP,5.51,0.6890,senescence-associated protein DIN1
AT4G35790.2,AT4G35790,PLDDELTA,1.61,UP,11.22,0.2049,phospholipase D delta
AT4G35800.1,AT4G35800,NRPB1,2.94,UP,6.29,0.0011,DNA-directed RNA polymerase II subunit RPB1
AT4G35830.1,AT4G35830,ACO1,1.18,DOWN,48.75,0.3804,aconitate hydratase 1
AT4G35850.1,AT4G35850,,2.64,UP,6.93,0.1855,pentatricopeptide repeat-containing protein
AT4G35860.1,AT4G35860,ATGB2,1.41,UP,10.21,0.7289,GTP-binding protein GB2
AT4G35890.1,AT4G35890,,1.26,DOWN,12.88,0.6526,winged-helix DNA-binding transcription factor family protein
AT4G35905.1,AT4G35905,,1.44,UP,12.71,1,uncharacterized protein
AT4G35920.1,AT4G35920,MCA1,7314.87,DOWN,3.39,0.5672,PLAC8 domain-containing protein
AT4G35950.1,AT4G35950,ATROP5,1.19,UP,10.49,1,Rac-like GTP-binding protein ARAC6
AT4G36020.1,AT4G36020,CSDP1,1.60,DOWN,30.17,0.2103,cellular nucleic acid-binding protein
AT4G36040.1,AT4G36040,,1.63,DOWN,110.30,0.0110,chaperone protein dnaJ 11
AT4G36130.1,AT4G36130,,1.29,DOWN,67.75,0.4165,60S ribosomal protein L8-3
AT4G36220.1,AT4G36220,CYP84A1,1.34,DOWN,29.58,0.3902,ferulic acid 5-hydroxylase 1
AT4G36250.1,AT4G36250,ALDH3F1,1.35,UP,31.28,0.3353,aldehyde dehydrogenase 3F1
AT4G36390.1,AT4G36390,,1.68,UP,11.04,0.3244,Methylthiotransferase
AT4G36420.1,AT4G36420,,1.12,DOWN,23.13,1,Ribosomal protein L12 family protein
AT4G36440.1,AT4G36440,,1.31,UP,10.50,0.7518,uncharacterized protein
AT4G36500.1,AT4G36500,,3.20,DOWN,33.31,0.0861,uncharacterized protein
AT4G36515.1,AT4G36515,,2.37,DOWN,10.27,0.6536,uncharacterized protein
AT4G36530.2,AT4G36530,,2723.91,DOWN,3.83,0.5719,hydrolase; alpha/beta fold family protein
AT4G36540.1,AT4G36540,BEE2,22.56,UP,5.13,0.6886,transcription factor BEE 2
AT4G36540.2,AT4G36540,BEE2,1.27,UP,9.10,1,transcription factor BEE 2
AT4G36648.1,AT4G36648,,2.72,UP,10.64,0.1411,other RNA
AT4G36660.1,AT4G36660,,1.17,DOWN,10.01,1,uncharacterized protein
AT4G36670.1,AT4G36670,,1.73,UP,13.71,0.4349,putative polyol transporter 6
AT4G36690.1,AT4G36690,ATU2AF65A,1.30,UP,12.36,0.7314,Splicing factor U2af large subunit A
AT4G36690.3,AT4G36690,ATU2AF65A,8221.88,UP,3.34,0.5672,Splicing factor U2af large subunit A
AT4G36730.1,AT4G36730,GBF1,36.56,UP,5.58,0.5672,G-box binding factor 1
AT4G36730.2,AT4G36730,GBF1,6404.06,DOWN,3.78,0.5672,G-box binding factor 1
AT4G36750.1,AT4G36750,,2.02,DOWN,23.94,0.1211,Quinone reductase family protein
AT4G36760.1,AT4G36760,ATAPP1,1.03,DOWN,7.72,1,aminopeptidase P1
AT4G36780.1,AT4G36780,BEH2,1.45,UP,15.72,0.4370,BES1/BZR1-like protein 2
AT4G36800.1,AT4G36800,RCE1,2.09,DOWN,25.41,0.2605,NEDD8-conjugating enzyme Ubc12
AT4G36810.1,AT4G36810,GGPS1,1.10,DOWN,35.51,0.9916,geranylgeranyl pyrophosphate synthase 11
AT4G36850.1,AT4G36850,,2.00,DOWN,16.82,0.2578,PQ-loop repeat family protein / transmembrane family protein
AT4G36900.1,AT4G36900,RAP2.10,1.11,DOWN,12.50,1,ethylene-responsive transcription factor RAP2-10
AT4G36970.1,AT4G36970,,1.71,UP,6.28,0.6147,Remorin family protein
AT4G36980.1,AT4G36980,,9.41,UP,9.28,0.0884,splicing factor; arginine/serine-rich 16
AT4G36988.1,AT4G36988,HSF4,1.18,UP,17.02,0.8576,uncharacerized protein
AT4G37000.1,AT4G37000,ATRCCR,2.51,DOWN,13.79,0.4189,red chlorophyll catabolite reductase
AT4G37040.1,AT4G37040,MAP1D,1.38,DOWN,17.38,0.5975,methionine aminopeptidase 1D
AT4G37070.3,AT4G37070,AtPLAIVA,1.06,DOWN,8.59,1,patatin-like protein
AT4G37120.1,AT4G37120,SMP2,2.72,UP,11.52,0.1367,Pre-mRNA-splicing factor SLU7-B
AT4G37180.1,AT4G37180,,5.62,UP,8.82,0.1699,myb family transcription factor
AT4G37200.1,AT4G37200,HCF164,1.10,DOWN,45.67,1,thioredoxin-like protein HCF164
AT4G37260.1,AT4G37260,MYB73,1.19,UP,20.12,0.8727,myb domain protein 73
AT4G37270.1,AT4G37270,HMA1,1.28,UP,7.16,0.7044,putative cadmium/zinc-transporting ATPase HMA1
AT4G37280.1,AT4G37280,,20.48,UP,6.73,0.5672,mortality factor 4-like protein 1
AT4G37300.1,AT4G37300,MEE59,1.04,UP,104.04,1,protein maternal effect embryo arrest 59
AT4G37310.1,AT4G37310,CYP81H1,1.15,DOWN,7.89,1,cytochrome P450; family 81; subfamily H; polypeptide 1
AT4G37330.1,AT4G37330,CYP81D4,1.31,UP,8.80,0.8398,cytochrome P450; family 81; subfamily D; polypeptide 4
AT4G37410.1,AT4G37410,CYP81F4,2.76,DOWN,60.03,0.0011,cytochrome P450; family 81; subfamily F; polypeptide 4
AT4G37450.1,AT4G37450,AGP18,1.61,DOWN,28.43,0.4100,Lysine-rich arabinogalactan protein 18
AT4G37460.1,AT4G37460,SRFR1,3.92,UP,5.11,0.0835,suppressor of RPS4-RLD 1 / tetratricopeptide repeat domain-containing protein
AT4G37470.1,AT4G37470,,1.14,UP,15.00,1,hydrolase; alpha/beta fold family protein
AT4G37510.1,AT4G37510,,2.09,DOWN,18.91,0.0607,Ribonuclease III family protein
AT4G37540.1,AT4G37540,LBD39,2.12,DOWN,24.32,0.1855,LOB domain-containing protein 39
AT4G37553.1,AT4G37553,,16.59,UP,9.53,0.4422,Potential natural antisense gene; locus overlaps with AT4G37550 and AT4G37560
AT4G37610.1,AT4G37610,BT5,1.26,DOWN,7.24,1,BTB and TAZ domain protein 5
AT4G37680.1,AT4G37680,HHP4,349346.96,DOWN,4.76,0.5671,heptahelical protein 4
AT4G37760.1,AT4G37760,SQE3,1.23,DOWN,11.16,0.7732,squalene epoxidase 3
AT4G37790.1,AT4G37790,HAT22,1.25,DOWN,9.26,1,homeobox-leucine zipper protein HAT22
AT4G37800.1,AT4G37800,XTH7,2.54,DOWN,249.53,0.0011,xyloglucan:xyloglucosyl transferase
AT4G37830.1,AT4G37830,,1.70,UP,56.22,0.5526,cytochrome c oxidase subunit VIa
AT4G37830.2,AT4G37830,,3.36,DOWN,80.63,0.5585,cytochrome c oxidase subunit VIa
AT4G37870.1,AT4G37870,PEPCK,1.67,DOWN,29.23,0.0083,phosphoenolpyruvate carboxykinase
AT4G37910.1,AT4G37910,mtHsc70-1,1.28,DOWN,13.43,0.5672,molecular chaperone DnaK
AT4G37925.1,AT4G37925,NDH-M,2.01,UP,17.50,0.3123,NAD(P)H-quinone oxidoreductase subunit M
AT4G37930.1,AT4G37930,STM,1.88,UP,179.64,0.0011,glycine hydroxymethyltransferase
AT4G37980.1,AT4G37980,CAD7,4.23,DOWN,20.66,0.0225,cinnamyl alcohol dehydrogenase 7
AT4G38080.1,AT4G38080,,5.62,DOWN,72.79,0.0011,hydroxyproline-rich glycoprotein family protein
AT4G38090.1,AT4G38090,,2.83,DOWN,8.03,0.5867,ribosomal protein S5 domain 2-like family protein
AT4G38090.3,AT4G38090,,7951.28,UP,10.09,0.5672,ribosomal protein S5 domain 2-like family protein
AT4G38100.1,AT4G38100,,1.34,DOWN,15.69,0.7966,uncharacterized protein
AT4G38130.1,AT4G38130,ATHD1,1.22,UP,31.92,0.5672,histone deacetylase 1/2
AT4G38150.2,AT4G38150,,1.86,DOWN,4.91,0.6485,pentatricopeptide repeat-containing protein
AT4G38160.1,AT4G38160,pde191,3.22,DOWN,13.13,0.5540,Mitochondrial transcription termination factor family protein
AT4G38220.1,AT4G38220,,1.36,DOWN,27.18,0.3011,Peptidase M20/M25/M40 family protein
AT4G38225.1,AT4G38225,,2.45,DOWN,10.45,0.5672,uncharacterized protein
AT4G38250.1,AT4G38250,,2.21,DOWN,36.19,0.0046,Transmembrane amino acid transporter family protein
AT4G38260.1,AT4G38260,,3.01,UP,6.59,0.3067,uncharacterized protein
AT4G38420.1,AT4G38420,sks9,2.04,DOWN,6.75,0.4035,protein SKU5 similar 9
AT4G38430.1,AT4G38430,ATROPGEF1,1.54,DOWN,12.64,0.3773,Rop guanine nucleotide exchange factor 1
AT4G38460.1,AT4G38460,GGR,1.72,DOWN,38.52,0.0863,geranylgeranyl diphosphate synthase; type II
AT4G38470.1,AT4G38470,,1.64,DOWN,16.32,0.2485,ACT-like protein tyrosine kinase family protein
AT4G38490.1,AT4G38490,,5.03,UP,7.11,0.4336,uncharacterized protein
AT4G38495.1,AT4G38495,,1.02,UP,13.27,1,INO80 complex subunit C
AT4G38510.2,AT4G38510,,1.19,UP,17.38,0.8034,V-type proton ATPase subunit B2
AT4G38510.4,AT4G38510,,29869.98,DOWN,6.72,0.5672,V-type proton ATPase subunit B2
AT4G38520.1,AT4G38520,,1.17,UP,12.79,0.9400,putative protein phosphatase 2C 64
AT4G38540.1,AT4G38540,,1.34,UP,7.44,0.7611,FAD/NAD(P)-binding oxidoreductase family protein
AT4G38550.1,AT4G38550,,1.59,UP,18.14,0.1240,phospholipase like protein (PEARLI 4)
AT4G38570.2,AT4G38570,PIS2,19580.26,DOWN,5.52,0.5672,putative CDP-diacylglycerol--inositol 3-phosphatidyltransferase 2
AT4G38580.1,AT4G38580,FP6,2.01,DOWN,22.51,0.3943,farnesylated protein 6
AT4G38640.1,AT4G38640,,1.36,UP,10.58,0.6552,Plasma-membrane choline transporter family protein
AT4G38660.1,AT4G38660,,1.24,DOWN,5.79,1,pathogenesis-related thaumatin-like protein
AT4G38680.1,AT4G38680,CSDP2,1.55,DOWN,182.84,0.0011,glycine rich protein 2
AT4G38690.1,AT4G38690,,2.82,DOWN,12.95,0.0704,1-phosphatidylinositol phosphodiesterase-related protein
AT4G38710.1,AT4G38710,,746.03,DOWN,5.14,0.6892,glycine-rich protein
AT4G38710.2,AT4G38710,,1.71,UP,18.27,0.6389,glycine-rich protein
AT4G38740.1,AT4G38740,ROC1,1.91,DOWN,93.51,0.0038,Peptidyl-prolyl cis-trans isomerase CYP18-3
AT4G38770.1,AT4G38770,PRP4,1.48,DOWN,230.95,0.0011,proline-rich protein 4
AT4G38790.1,AT4G38790,,2.00,DOWN,17.43,0.4328,ER lumen protein retaining receptor family protein
AT4G38800.1,AT4G38800,ATMTN1,1.07,UP,40.77,1,methylthioadenosine nucleosidase 1
AT4G38810.2,AT4G38810,,1.16,DOWN,9.44,1,EF-hand; calcium binding motif-containing protein
AT4G38820.1,AT4G38820,,1.80,DOWN,10.27,0.9036,uncharacterized protein
AT4G38840.1,AT4G38840,,1.26,DOWN,48.56,0.9083,SAUR-like auxin-responsive protein
AT4G38860.1,AT4G38860,,2.62,DOWN,99.84,0.0030,SAUR-like auxin-responsive protein
AT4G38920.1,AT4G38920,ATVHA-C3,2.45,DOWN,156.03,0.0011,V-type H+-transporting ATPase 16kDa proteolipid subunit
AT4G38932.1,AT4G38932,,12.77,DOWN,16.23,0.5179,Potential natural antisense gene; locus overlaps with AT4G38930
AT4G38970.1,AT4G38970,FBA2,1.39,DOWN,449.91,0.2568,fructose-bisphosphate aldolase; class I
AT4G38970.2,AT4G38970,FBA2,23.54,DOWN,44.51,0.6569,fructose-bisphosphate aldolase; class I
AT4G39040.1,AT4G39040,,1.72,UP,35.21,0.1592,putative RNA-binding protein containing KH domain protein
AT4G39080.1,AT4G39080,VHA-A3,1.17,UP,22.33,0.6613,V-type H+-transporting ATPase subunit I
AT4G39090.1,AT4G39090,RD19,1.52,DOWN,131.62,0.0011,cysteine proteinase RD19a
AT4G39100.1,AT4G39100,SHL1,41.83,DOWN,3.58,0.5672,PHD finger and bromo-adjacent homology domain-containing protein
AT4G39100.2,AT4G39100,SHL1,26872.46,UP,3.84,0.5672,PHD finger and bromo-adjacent homology domain-containing protein
AT4G39120.1,AT4G39120,IMPL2,1.39,DOWN,8.62,0.7603,phosphatase IMPL2
AT4G39150.1,AT4G39150,,2.40,UP,10.07,0.5734,DNAJ heat shock N-terminal domain-containing protein
AT4G39170.2,AT4G39170,,59081.34,UP,4.90,0.5696,Sec14p-like phosphatidylinositol transfer family protein
AT4G39200.1,AT4G39200,,2.22,DOWN,281.69,0.0011,40S ribosomal protein S25-4
AT4G39260.1,AT4G39260,GR-RBP8,3.43,DOWN,70.66,0.0030,glycine-rich RNA-binding protein 8
AT4G39260.2,AT4G39260,GR-RBP8,2.05,UP,20.05,0.6245,glycine-rich RNA-binding protein 8
AT4G39260.4,AT4G39260,GR-RBP8,1.55,UP,208.30,0.2235,glycine-rich RNA-binding protein 8
AT4G39280.1,AT4G39280,,1.79,DOWN,7.74,0.6650,phenylalanyl-tRNA synthetase alpha chain
AT4G39300.1,AT4G39300,,1.19,DOWN,19.54,1,uncharacterized protein
AT4G39330.1,AT4G39330,ATCAD9,4.64,DOWN,39.25,0.0765,putative cinnamyl alcohol dehydrogenase 9
AT4G39330.2,AT4G39330,ATCAD9,1.29,UP,62.52,0.5940,putative cinnamyl alcohol dehydrogenase 9
AT4G39350.1,AT4G39350,CESA2,1.13,UP,10.53,0.9061,cellulose synthase A catalytic subunit 2
AT4G39361.1,AT4G39361,,2.54,DOWN,1620.40,0.4091,snoRNA
AT4G39363.1,AT4G39363,,5.18,DOWN,8668.96,0.0110,snoRNA
AT4G39364.1,AT4G39364,,4.15,DOWN,2987.41,0.1889,snoRNA
AT4G39366.1,AT4G39366,,2.66,DOWN,3038.83,0.2929,snoRNA
AT4G39400.1,AT4G39400,BRI1,1.30,DOWN,13.55,0.4316,protein brassinosteroid insensitive 1
AT4G39460.1,AT4G39460,SAMT1,2.82,UP,16.52,0.1382,S-adenosylmethionine carrier 1
AT4G39520.1,AT4G39520,,1.56,DOWN,7.97,0.5751,GTP-binding protein-relatedlike protein
AT4G39540.2,AT4G39540,ATSK2,6.04,UP,6.86,0.4571,shikimate kinase 2
AT4G39640.1,AT4G39640,GGT1,1.29,DOWN,9.07,0.7295,gamma-glutamyl transpeptidase 1
AT4G39675.1,AT4G39675,,1.32,UP,45.66,0.8432,uncharacterized protein
AT4G39680.2,AT4G39680,,3.27,UP,9.25,0.0252,SAP domain-containing protein
AT4G39710.1,AT4G39710,FKBP16-2,1141.62,DOWN,14.24,0.5672,putative FKBP-type peptidyl-prolyl cis-trans isomerase 4
AT4G39710.2,AT4G39710,FKBP16-2,692.64,UP,13.64,0.5672,putative FKBP-type peptidyl-prolyl cis-trans isomerase 4
AT4G39730.1,AT4G39730,,1.54,DOWN,84.00,0.1985,Lipase/lipooxygenase; PLAT/LH2 family protein
AT4G39800.1,AT4G39800,MIPS1,1.56,DOWN,54.57,0.0137,inositol-3-phosphate synthase isozyme 1
AT4G39840.1,AT4G39840,,1.08,UP,13.04,1,uncharacterized protein
AT4G39880.1,AT4G39880,,1.41,DOWN,16.92,0.7212,Ribosomal protein L23/L15e family protein
AT4G39900.1,AT4G39900,,1.29,UP,14.12,0.8892,uncharacterized protein
AT4G39940.1,AT4G39940,AKN2,1.01,UP,20.88,1,Adenylyl-sulfate kinase 2
AT4G39950.1,AT4G39950,CYP79B2,1.33,UP,8.35,0.7467,tryptophan N-hydroxylase 1
AT4G39960.1,AT4G39960,,1.90,UP,16.09,0.1074,molecular chaperone Hsp40/DnaJ family protein
AT4G39970.1,AT4G39970,,1.10,DOWN,18.64,1,haloacid dehalogenase-like hydrolase family protein
AT4G39980.1,AT4G39980,DHS1,1.30,DOWN,10.54,0.6481,phospho-2-dehydro-3-deoxyheptonate aldolase 1
AT4G39990.1,AT4G39990,ATRAB11G,1.31,UP,12.31,0.8743,RAB GTPase homolog A4B
AT4G40030.1,AT4G40030,,1.48,DOWN,141.17,0.1074,histone H3
AT4G40040.1,AT4G40040,,2.70,DOWN,211.27,0.0011,histone H3
AT4G40045.1,AT4G40045,,3.76,DOWN,15.82,0.1921,uncharacterized protein
AT4G40060.1,AT4G40060,ATHB16,2.48,DOWN,27.11,0.0110,homeobox-leucine zipper protein ATHB-16
AT4G40090.1,AT4G40090,AGP3,2.10,DOWN,31.89,0.2047,arabinogalactan protein 3
AT5G01010.1,AT5G01010,,1.31,UP,18.15,0.5672,uncharacterized protein
AT5G01015.1,AT5G01015,,1.47,DOWN,20.66,0.8809,uncharacterized protein
AT5G01090.1,AT5G01090,,1.04,DOWN,12.84,1,concanavalin A-like lectin
AT5G01210.1,AT5G01210,,1.62,UP,19.02,0.2065,HXXXD-type acyl-transferase-like protein
AT5G01220.1,AT5G01220,SQD2,2.12,DOWN,9.58,0.1849,sulfoquinovosyldiacylglycerol 2
AT5G01240.1,AT5G01240,LAX1,1.77,DOWN,12.09,0.2110,auxin transporter-like protein 1
AT5G01350.1,AT5G01350,,1.37,UP,91.71,0.4449,uncharacterized protein
AT5G01410.1,AT5G01410,PDX1,1.21,DOWN,61.50,0.5672,Pyridoxal biosynthesis protein PDX1.3
AT5G01430.2,AT5G01430,,3.04,DOWN,4.95,0.6092,Got1/Sft2-like vescicle transport protein
AT5G01530.1,AT5G01530,LHCB4.1,1.37,DOWN,884.34,0.0011,chlorophyll a-b binding protein CP29.1
AT5G01590.1,AT5G01590,,2.09,UP,16.70,0.0423,uncharacterized protein
AT5G01600.1,AT5G01600,FER1,1.10,UP,43.82,0.9317,ferritin heavy chain
AT5G01650.1,AT5G01650,,1.51,DOWN,53.40,0.5109,macrophage migration inhibitory factor family protein
AT5G01710.1,AT5G01710,CPuORF48,1.71,DOWN,13.09,0.2385,methyltransferase
AT5G01720.1,AT5G01720,,2.49,UP,4.35,0.4571,F-box/LRR-repeat protein 3
AT5G01740.1,AT5G01740,,8.43,DOWN,8.38,0.1463,Nuclear transport factor 2 (NTF2) family protein
AT5G01790.1,AT5G01790,,1.27,UP,8.27,1,uncharacterized protein
AT5G01800.1,AT5G01800,,1.53,DOWN,28.44,0.2564,saposin B domain-containing protein
AT5G01810.1,AT5G01810,CIPK15,1.70,DOWN,15.28,0.2062,CBL-interacting serine/threonine-protein kinase 15
AT5G01820.1,AT5G01820,CIPK14,1.10,UP,13.03,1,CBL-interacting serine/threonine-protein kinase 14
AT5G01870.1,AT5G01870,,1.48,UP,39.26,0.5196,non-specific lipid-transfer protein 10
AT5G01881.1,AT5G01881,,2.86,UP,11.94,0.6826,uncharacterized protein
AT5G01930.1,AT5G01930,MAN6,3.14,UP,3.98,0.5667,mannan endo-1;4-beta-mannosidase 6
AT5G02040.1,AT5G02040,PRA1.A1,548.35,DOWN,4.67,0.6799,PRA1-like protein A1
AT5G02050.1,AT5G02050,,2.30,DOWN,16.70,0.3797,Mitochondrial glycoprotein family protein
AT5G02120.1,AT5G02120,OHP,1.30,DOWN,137.27,0.4689,one helix protein
AT5G02160.1,AT5G02160,,1.55,DOWN,232.44,0.0069,uncharacterized protein
AT5G02240.1,AT5G02240,,1.41,UP,58.19,0.2049,NAD(P)-binding Rossmann-fold containing protein
AT5G02260.1,AT5G02260,ATEXPA9,2.81,DOWN,6.80,0.2646,expansin A9
AT5G02270.1,AT5G02270,ATNAP9,2.09,DOWN,9.96,0.6120,ABC transporter I family member 20
AT5G02380.1,AT5G02380,MT2B,2.26,DOWN,1755.26,0.0011,metallothionein 2B
AT5G02450.1,AT5G02450,,1.74,DOWN,188.40,0.0011,60S ribosomal protein L36-3
AT5G02480.1,AT5G02480,,1.15,DOWN,39.43,0.6070,HSP20-like chaperone
AT5G02490.1,AT5G02490,,1.41,UP,6.26,0.6194,heat shock protein 70
AT5G02500.1,AT5G02500,HSP70-1,1.64,DOWN,428.14,0.0011,heat shock 70kDa protein 1/8
AT5G02500.2,AT5G02500,HSP70-1,1.33,DOWN,41.68,0.7106,heat shock 70kDa protein 1/8
AT5G02502.1,AT5G02502,,1.57,DOWN,65.20,0.5455,Oligosaccaryltransferase
AT5G02530.1,AT5G02530,,1.22,DOWN,25.25,0.8445,THO complex subunit 4
AT5G02560.1,AT5G02560,HTA12,1.75,UP,10.61,0.6940,histone H2A 12
AT5G02610.1,AT5G02610,,1.21,DOWN,75.22,0.7101,60S ribosomal protein L35-4
AT5G02710.1,AT5G02710,,2.42,UP,6.54,0.5307,uncharacterized protein
AT5G02740.1,AT5G02740,,1.02,DOWN,9.78,1,Ribosomal protein S24e family protein
AT5G02760.1,AT5G02760,,1.07,DOWN,14.67,1,putative protein phosphatase 2C 67
AT5G02770.1,AT5G02770,,1.57,UP,22.04,0.3230,uncharacterized protein
AT5G02790.1,AT5G02790,GSTL3,2.72,UP,48.20,0.0021,Glutathione S-transferase family protein
AT5G02810.1,AT5G02810,PRR7,35.04,UP,4.47,0.5672,two-component response regulator-like APRR7
AT5G02830.1,AT5G02830,,2.70,UP,7.96,0.0718,pentatricopeptide repeat-containing protein
AT5G02840.1,AT5G02840,LCL1,241.08,UP,4.85,0.6799,protein LHY/CCA1-like 1
AT5G02840.3,AT5G02840,LCL1,2.15,DOWN,13.24,0.5695,protein LHY/CCA1-like 1
AT5G02870.1,AT5G02870,,1.01,DOWN,52.82,1,60S ribosomal protein L4-2
AT5G02890.1,AT5G02890,,2.18,DOWN,8.22,0.3929,HXXXD-type acyl-transferase-like protein
AT5G02940.1,AT5G02940,,8.98,UP,5.20,0.4019,uncharacterized protein
AT5G02960.1,AT5G02960,,2.33,DOWN,348.26,0.0011,40S ribosomal protein S23-2
AT5G03030.1,AT5G03030,,3.20,DOWN,13.95,0.5016,chaperone DnaJ-domain containing protein
AT5G03040.2,AT5G03040,iqd2,2.09,UP,6.87,0.8958,protein IQ-domain 2
AT5G03040.3,AT5G03040,iqd2,1.81,UP,11.78,0.8906,protein IQ-domain 2
AT5G03080.1,AT5G03080,,1.32,DOWN,13.94,0.7223,dolichyldiphosphatase
AT5G03120.1,AT5G03120,,1.85,DOWN,15.50,0.5672,uncharacterized protein
AT5G03170.1,AT5G03170,FLA11,2.53,DOWN,6.71,0.5755,fasciclin-like arabinogalactan protein 11
AT5G03230.1,AT5G03230,,1.15,DOWN,13.90,1,uncharacterized protein
AT5G03240.1,AT5G03240,UBQ3,1.25,DOWN,142.52,0.1636,polyubiquitin 3
AT5G03280.1,AT5G03280,CKR1,1.85,UP,9.63,0.0321,ethylene-insensitive protein 2
AT5G03290.1,AT5G03290,IDH-V,1.36,DOWN,19.67,0.5255,Isocitrate dehydrogenase
AT5G03300.1,AT5G03300,ADK2,1.17,UP,30.84,0.7568,adenosine kinase 2
AT5G03345.1,AT5G03345,,6.18,DOWN,14.47,0.5656,uncharacterized protein
AT5G03345.2,AT5G03345,,3.46,DOWN,5.47,0.7981,uncharacterized protein
AT5G03380.1,AT5G03380,,2.24,UP,13.22,0.5672,heavy metal transport/detoxification domain-containing protein
AT5G03430.1,AT5G03430,,7.20,UP,8.22,0.1282,phosphoadenosine phosphosulfate (PAPS) reductase family protein
AT5G03455.1,AT5G03455,CDC25,1.23,DOWN,65.16,0.7483,dual specificity phosphatase Cdc25
AT5G03460.1,AT5G03460,,1.71,DOWN,55.43,0.3208,uncharacterized protein
AT5G03490.1,AT5G03490,,2.29,DOWN,6.93,0.3221,UDP-glycosyltransferase-like protein
AT5G03520.2,AT5G03520,RAB8C,1.42,UP,21.81,0.5672,RAB GTPase-8C
AT5G03545.1,AT5G03545,ATIPS2,6.36,DOWN,257.56,0.0011,uncharacterized protein
AT5G03555.1,AT5G03555,,1.01,UP,10.60,1,nucleobase:cation symporter-1; NCS1 family
AT5G03610.1,AT5G03610,,1.43,DOWN,12.29,0.6016,GDSL esterase/lipase
AT5G03630.1,AT5G03630,ATMDAR2,1.12,DOWN,31.76,0.8617,monodehydroascorbate reductase (NADH)
AT5G03660.1,AT5G03660,,1.41,DOWN,10.50,0.9534,uncharacterized protein
AT5G03660.2,AT5G03660,,40890.79,UP,4.87,0.5869,uncharacterized protein
AT5G03730.2,AT5G03730,AtCTR1,2.29,UP,10.29,0.5672,serine/threonine-protein kinase CTR1
AT5G03740.1,AT5G03740,HD2C,1.82,UP,9.46,0.4617,histone deacetylase HDT3
AT5G03760.1,AT5G03760,ATCSLA9,1.03,DOWN,12.65,1,glucomannan 4-beta-mannosyltransferase 9
AT5G03850.1,AT5G03850,,2.27,DOWN,226.59,0.0011,40S ribosomal protein S28-1
AT5G03880.1,AT5G03880,,1.06,DOWN,66.32,1,thioredoxin family protein
AT5G03900.2,AT5G03900,,3.54,UP,9.38,0.0555,Iron-sulfur assembly-like protein
AT5G03940.1,AT5G03940,CPSRP54,3.88,UP,14.69,0.0077,signal recognition particle subunit
AT5G04080.1,AT5G04080,,2.60,DOWN,8.64,0.6899,uncharacterized protein
AT5G04140.1,AT5G04140,FD-GOGAT,3.65,UP,44.23,0.5494,ferredoxin-dependent glutamate synthase 1
AT5G04140.2,AT5G04140,FD-GOGAT,2.34,UP,20.87,0.5652,ferredoxin-dependent glutamate synthase 1
AT5G04170.1,AT5G04170,,1.21,DOWN,18.40,0.7661,putative calcium-binding protein CML50
AT5G04260.1,AT5G04260,WCRKC2,1.11,DOWN,11.91,1,thioredoxin-like 3-2
AT5G04280.1,AT5G04280,,1.40,UP,11.66,0.6889,RNA recognition motif-containing protein
